"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"C:\Dossiers\master-rmai-researchproject-virussimulation\netlogo\virus_simulation.nlogox"
"08-dynamics-trajectory-ER"
"06/17/2026 17:45:00:344 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-2","2","-2","2"
"[run number]","interconnection-structure","network-type","expt-seed","num-nodes","avg-degree","rewiring-prob","initial-infected","recovery-mean","recovery-distribution","power-law-lambda","lognormal-sigma","max-ticks","infection-prob","[step]","bs-out-prev-grp","bs-out-prev-mf","bs-out-count-S","bs-out-count-I","bs-out-mean-degree"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","23","5.0E-4","0.0011586147666050469","1999","1","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","0","0.0025","0.0025","1995","5","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","24","5.0E-4","0.0011206330967013676","1999","1","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","25","5.0E-4","0.0010839036662530764","1999","1","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","1","0.003","0.002417483675","1994","6","5.979"
"26","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","8","5.0E-4","0.0019120133767995232","1999","1","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","26","0.001","0.0010483847300648535","1998","2","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","27","0.001","0.0010140359641874037","1998","2","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","28","0.001","9.808184156272395E-4","1998","2","5.979"
"26","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","9","0","0.0018490926608982162","2000","0","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","29","0.001","9.486944539571556E-4","1998","2","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","30","0.001","9.176277247479952E-4","1998","2","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","31","0.0015","8.875831047460785E-4","1997","3","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","32","5.0E-4","8.585266587242332E-4","1999","1","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","33","5.0E-4","8.304255979377375E-4","1999","1","5.979"
"28","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","0","0.0025","0.0025","1995","5","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","2","0.003","0.00233772432321519","1994","6","5.979"
"28","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","1","0.002","0.002417483675","1996","4","5.979"
"25","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","34","0","8.032482401196834E-4","2000","0","5.979"
"28","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","2","0.0015","0.00233772432321519","1997","3","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","3","0.002","0.002260627663921893","1996","4","5.979"
"28","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","3","0.001","0.002260627663921893","1998","2","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","4","0.0015","0.0021861027810581566","1997","3","5.979"
"28","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","4","0.001","0.0021861027810581566","1998","2","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","5","0.001","0.0021140619940856597","1998","2","5.979"
"28","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","5","0.001","0.0021140619940856597","1998","2","5.979"
"28","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","6","0.001","0.002044420734382875","1998","2","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","6","0.001","0.002044420734382875","1998","2","5.979"
"28","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","7","0","0.0019770974268972343","2000","0","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","7","0.001","0.0019770974268972343","1998","2","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","8","0.0015","0.0019120133767995232","1997","3","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","9","0.002","0.0018490926608982162","1996","4","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","10","0.0015","0.0017882620235850195","1997","3","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","11","0.0015","0.0017294507770955776","1997","3","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","12","0.0015","0.0016725907058811945","1997","3","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","13","0.001","0.0016176159748985644","1998","2","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","14","0.001","0.0015644630416349605","1998","2","5.979"
"29","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","0","0.0025","0.0025","1995","5","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","15","0.001","0.0015130705716961384","1998","2","5.979"
"29","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","1","0.001","0.002417483675","1998","2","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","16","0.0015","0.001463379357793418","1997","3","5.979"
"29","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","2","0.001","0.00233772432321519","1998","2","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","17","0.002","0.0014153322419750542","1996","4","5.979"
"29","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","3","0","0.002260627663921893","2000","0","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","18","0.0025","0.0013688740409551307","1995","5","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","19","0.0025","0.001323951474400855","1995","5","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","20","0.0025","0.0012805130960463103","1995","5","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","21","0.003","0.0012385092275074847","1994","6","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","22","0.003","0.001197891894679761","1994","6","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","23","0.0035","0.0011586147666050469","1993","7","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","24","0.0025","0.0011206330967013676","1995","5","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","25","0.002","0.0010839036662530764","1996","4","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","26","0.002","0.0010483847300648535","1996","4","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","27","0.0025","0.0010140359641874037","1995","5","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","28","0.003","9.808184156272395E-4","1994","6","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","29","0.003","9.486944539571556E-4","1994","6","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","30","0.0025","9.176277247479952E-4","1995","5","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","31","0.002","8.875831047460785E-4","1996","4","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","32","0.002","8.585266587242332E-4","1996","4","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","33","0.001","8.304255979377375E-4","1998","2","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","34","5.0E-4","8.032482401196834E-4","1999","1","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","35","5.0E-4","7.769639709532886E-4","1999","1","5.979"
"27","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","36","0","7.515432069615511E-4","2000","0","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","0","0.0025","0.0025","1995","5","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","1","0.0015","0.002417483675","1997","3","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","2","0.001","0.00233772432321519","1998","2","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","3","0.001","0.002260627663921893","1998","2","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","4","0.0015","0.0021861027810581566","1997","3","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","5","0.002","0.0021140619940856597","1996","4","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","6","0.0015","0.002044420734382875","1997","3","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","7","0.0015","0.0019770974268972343","1997","3","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","8","0.001","0.0019120133767995232","1998","2","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","9","0.001","0.0018490926608982162","1998","2","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","10","5.0E-4","0.0017882620235850195","1999","1","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","11","5.0E-4","0.0017294507770955776","1999","1","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","12","5.0E-4","0.0016725907058811945","1999","1","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","13","5.0E-4","0.0016176159748985644","1999","1","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","14","0.001","0.0015644630416349605","1998","2","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","15","0.0015","0.0015130705716961384","1997","3","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","16","0.001","0.001463379357793418","1998","2","5.979"
"30","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","17","0","0.0014153322419750542","2000","0","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","0","0.0025","0.0025","1995","5","5.979"
"33","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","0","0.0025","0.0025","1995","5","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","1","0.0025","0.002417483675","1995","5","5.979"
"33","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","1","0.0015","0.002417483675","1997","3","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","2","0.0025","0.00233772432321519","1995","5","5.979"
"33","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","2","0.001","0.00233772432321519","1998","2","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","3","0.0025","0.002260627663921893","1995","5","5.979"
"33","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","3","5.0E-4","0.002260627663921893","1999","1","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","4","0.003","0.0021861027810581566","1994","6","5.979"
"33","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","4","5.0E-4","0.0021861027810581566","1999","1","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","0","0.0025","0.0025","1995","5","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","5","0.0025","0.0021140619940856597","1995","5","5.979"
"33","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","5","5.0E-4","0.0021140619940856597","1999","1","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","1","0.0025","0.002417483675","1995","5","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","2","0.0015","0.00233772432321519","1997","3","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","6","0.0025","0.002044420734382875","1995","5","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","3","0.002","0.002260627663921893","1996","4","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","7","0.003","0.0019770974268972343","1994","6","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","4","0.0015","0.0021861027810581566","1997","3","5.979"
"33","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","6","5.0E-4","0.002044420734382875","1999","1","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","5","0.0015","0.0021140619940856597","1997","3","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","8","0.0025","0.0019120133767995232","1995","5","5.979"
"33","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","7","5.0E-4","0.0019770974268972343","1999","1","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","6","0.0015","0.002044420734382875","1997","3","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","9","0.002","0.0018490926608982162","1996","4","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","7","0.0015","0.0019770974268972343","1997","3","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","10","0.002","0.0017882620235850195","1996","4","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","8","0.001","0.0019120133767995232","1998","2","5.979"
"33","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","8","0","0.0019120133767995232","2000","0","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","11","0.0015","0.0017294507770955776","1997","3","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","9","0.0015","0.0018490926608982162","1997","3","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","10","0.0015","0.0017882620235850195","1997","3","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","12","0.0015","0.0016725907058811945","1997","3","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","11","0.0015","0.0017294507770955776","1997","3","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","12","0.0015","0.0016725907058811945","1997","3","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","13","0.002","0.0016176159748985644","1996","4","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","13","0.0015","0.0016176159748985644","1997","3","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","14","0.002","0.0015644630416349605","1996","4","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","14","0.001","0.0015644630416349605","1998","2","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","15","0.0025","0.0015130705716961384","1995","5","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","15","0.001","0.0015130705716961384","1998","2","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","16","0.0015","0.001463379357793418","1997","3","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","16","0.001","0.001463379357793418","1998","2","5.979"
"32","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","17","0","0.0014153322419750542","2000","0","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","17","0.0015","0.0014153322419750542","1997","3","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","18","5.0E-4","0.0013688740409551307","1999","1","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","19","5.0E-4","0.001323951474400855","1999","1","5.979"
"31","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","20","0","0.0012805130960463103","2000","0","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","0","0.0025","0.0025","1995","5","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","1","0.0025","0.002417483675","1995","5","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","2","0.0035","0.00233772432321519","1993","7","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","3","0.0025","0.002260627663921893","1995","5","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","4","0.0025","0.0021861027810581566","1995","5","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","5","0.0025","0.0021140619940856597","1995","5","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","6","0.0025","0.002044420734382875","1995","5","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","7","0.003","0.0019770974268972343","1994","6","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","8","0.0015","0.0019120133767995232","1997","3","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","9","0.0015","0.0018490926608982162","1997","3","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","10","0.001","0.0017882620235850195","1998","2","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","11","0.001","0.0017294507770955776","1998","2","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","12","0.001","0.0016725907058811945","1998","2","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","13","0.0015","0.0016176159748985644","1997","3","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","14","0.001","0.0015644630416349605","1998","2","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","15","0.0015","0.0015130705716961384","1997","3","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","16","0.001","0.001463379357793418","1998","2","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","17","0.0015","0.0014153322419750542","1997","3","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","18","0.001","0.0013688740409551307","1998","2","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","19","0.001","0.001323951474400855","1998","2","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","20","5.0E-4","0.0012805130960463103","1999","1","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","21","5.0E-4","0.0012385092275074847","1999","1","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","22","0.001","0.001197891894679761","1998","2","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","23","0.001","0.0011586147666050469","1998","2","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","24","0.0015","0.0011206330967013676","1997","3","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","25","0.0015","0.0010839036662530764","1997","3","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","26","0.0015","0.0010483847300648535","1997","3","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","27","0.0015","0.0010140359641874037","1997","3","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","28","5.0E-4","9.808184156272395E-4","1999","1","5.979"
"34","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","29","0","9.486944539571556E-4","2000","0","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","0","0.0025","0.0025","1995","5","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","1","0.003","0.002417483675","1994","6","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","2","0.003","0.00233772432321519","1994","6","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","3","0.003","0.002260627663921893","1994","6","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","4","0.003","0.0021861027810581566","1994","6","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","5","0.002","0.0021140619940856597","1996","4","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","6","0.0025","0.002044420734382875","1995","5","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","7","0.003","0.0019770974268972343","1994","6","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","8","0.003","0.0019120133767995232","1994","6","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","9","0.0025","0.0018490926608982162","1995","5","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","10","0.0015","0.0017882620235850195","1997","3","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","11","0.0025","0.0017294507770955776","1995","5","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","12","0.0025","0.0016725907058811945","1995","5","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","13","0.003","0.0016176159748985644","1994","6","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","14","0.0035","0.0015644630416349605","1993","7","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","15","0.0035","0.0015130705716961384","1993","7","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","16","0.0035","0.001463379357793418","1993","7","5.979"
"35","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","exponential","4.24","1","10000","0.028","17","0.005","0.0014153322419750542","1990","10","5.979"
