"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"C:\Dossiers\master-rmai-researchproject-virussimulation\netlogo\virus_simulation.nlogox"
"06-baseline-ER-power-law-Tang"
"06/17/2026 16:24:51:169 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-2","2","-2","2"
"[run number]","interconnection-structure","network-type","expt-seed","num-nodes","avg-degree","rewiring-prob","initial-infected","recovery-mean","power-law-lambda","max-ticks","infection-prob","[step]","bs-out-extinct","bs-out-final-tick","bs-out-late-mean-prevalence","bs-out-tau-sim","bs-out-mean-degree"
"700","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","7","1","7","0.0015714285714285713","0.18","6.083"
"699","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","42","1","42","0.005190476190476193","0.18","6.083"
"701","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","58","1","58","0.00238793103448276","0.18","6.083"
"702","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","63","1","63","0.005500000000000003","0.18","6.083"
"703","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","49","1","49","0.0020510204081632664","0.18","6.083"
"705","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","11","1","11","0.003090909090909091","0.18","6.083"
"704","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","37","1","37","0.0017702702702702708","0.18","6.083"
"706","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","19","1","19","0.0017631578947368421","0.18","6.083"
"707","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","54","1","54","0.002694444444444446","0.18","6.083"
"708","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","25","1","25","0.0015200000000000003","0.18","6.083"
"710","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","36","1","36","0.00477777777777778","0.18","6.083"
"709","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","52","1","52","0.004576923076923078","0.18","6.083"
"712","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","54","1","54","0.002166666666666668","0.18","6.083"
"711","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","114","1","114","0.0030964912280701776","0.18","6.083"
"713","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","44","1","44","0.0023295454545454552","0.18","6.083"
"716","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","5","1","5","0.0019000000000000002","0.18","6.083"
"714","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","27","1","27","0.0013703703703703708","0.18","6.083"
"717","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","34","1","34","0.0020000000000000005","0.18","6.083"
"715","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","40","1","40","0.0018500000000000014","0.18","6.083"
"718","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","93","1","93","0.007182795698924724","0.18","6.083"
"719","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","42","1","42","0.002345238095238096","0.18","6.083"
"721","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","14","1","14","0.002821428571428572","0.19","6.083"
"720","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.036","27","1","27","0.003333333333333335","0.18","6.083"
"722","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","23","1","23","0.0020000000000000005","0.19","6.083"
"723","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","11","1","11","0.0027727272727272726","0.19","6.083"
"724","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","10","1","10","0.0019500000000000003","0.19","6.083"
"725","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","10","1","10","0.0021500000000000004","0.19","6.083"
"726","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","81","1","81","0.005438271604938275","0.19","6.083"
"727","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","24","1","24","0.003979166666666668","0.19","6.083"
"729","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","19","1","19","0.0020789473684210535","0.19","6.083"
"728","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","45","1","45","0.0020444444444444455","0.19","6.083"
"730","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","19","1","19","0.0028947368421052633","0.19","6.083"
"731","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","16","1","16","0.0018125000000000005","0.19","6.083"
"732","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","34","1","34","0.002720588235294119","0.19","6.083"
"733","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","81","1","81","0.005981481481481485","0.19","6.083"
"736","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","28","1","28","0.004142857142857144","0.19","6.083"
"734","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","264","1","264","0.009772499999999991","0.19","6.083"
"735","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","212","1","212","0.010542499999999993","0.19","6.083"
"737","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","38","1","38","0.005065789473684213","0.19","6.083"
"738","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","20","1","20","0.0021250000000000006","0.19","6.083"
"739","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","11","1","11","0.0016363636363636365","0.19","6.083"
"740","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","27","1","27","0.001611111111111112","0.19","6.083"
"741","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","28","1","28","0.004482142857142858","0.19","6.083"
"742","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","23","1","23","0.001369565217391305","0.19","6.083"
"743","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","27","1","27","0.002907407407407408","0.19","6.083"
"744","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.038","8","1","8","0.0022500000000000003","0.19","6.083"
"745","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","16","1","16","0.0027500000000000007","0.2","6.083"
"746","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","45","1","45","0.0032555555555555567","0.2","6.083"
"749","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","13","1","13","0.0015000000000000005","0.2","6.083"
"747","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","86","1","86","0.010133720930232555","0.2","6.083"
"750","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","14","1","14","0.002464285714285714","0.2","6.083"
"748","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","176","1","176","0.006454545454545438","0.2","6.083"
"751","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","85","1","85","0.002423529411764707","0.2","6.083"
"752","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","33","1","33","0.0019696969696969707","0.2","6.083"
"753","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","16","1","16","0.002875000000000001","0.2","6.083"
"754","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","24","1","24","0.0024166666666666672","0.2","6.083"
"755","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","91","1","91","0.005302197802197805","0.2","6.083"
"757","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","34","1","34","0.0031176470588235305","0.2","6.083"
"756","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","162","1","162","0.011833333333333326","0.2","6.083"
"758","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","35","1","35","0.001985714285714287","0.2","6.083"
"760","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","14","1","14","0.0020714285714285717","0.2","6.083"
"761","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","26","1","26","0.002653846153846155","0.2","6.083"
"764","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","16","1","16","0.0024687500000000005","0.2","6.083"
"763","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","45","1","45","0.0018555555555555567","0.2","6.083"
"762","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","149","1","149","0.004184563758389261","0.2","6.083"
"759","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","386","1","386","0.015512499999999985","0.2","6.083"
"765","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","132","1","132","0.005185606060606052","0.2","6.083"
"766","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","17","1","17","0.0016470588235294125","0.2","6.083"
"767","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","26","1","26","0.002346153846153847","0.2","6.083"
"769","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","70","1","70","0.003821428571428574","0.21000000000000002","6.083"
"770","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","11","1","11","0.0017272727272727275","0.21000000000000002","6.083"
"768","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.04","128","1","128","0.0030976562500000015","0.2","6.083"
"771","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","17","1","17","0.0019705882352941185","0.21000000000000002","6.083"
"772","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","26","1","26","0.002942307692307693","0.21000000000000002","6.083"
"773","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","34","1","34","0.0031029411764705896","0.21000000000000002","6.083"
"774","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","12","1","12","0.002291666666666667","0.21000000000000002","6.083"
"776","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","18","1","18","0.002","0.21000000000000002","6.083"
"780","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","12","1","12","0.003041666666666667","0.21000000000000002","6.083"
"781","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","538","1","538","0.02301249999999997","0.21000000000000002","6.083"
"782","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","609","1","609","0.025402500000000012","0.21000000000000002","6.083"
"783","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","9","1","9","0.0014999999999999998","0.21000000000000002","6.083"
"778","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","1358","1","1358","0.019334999999999995","0.21000000000000002","6.083"
"784","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","9","1","9","0.0020555555555555557","0.21000000000000002","6.083"
"785","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","40","1","40","0.0028125000000000008","0.21000000000000002","6.083"
"787","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","21","1","21","0.0016904761904761906","0.21000000000000002","6.083"
"788","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","49","1","49","0.004040816326530615","0.21000000000000002","6.083"
"789","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","65","1","65","0.003830769230769234","0.21000000000000002","6.083"
"775","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","2523","1","2523","0.042682500000000026","0.21000000000000002","6.083"
"791","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","133","1","133","0.01893984962406015","0.21000000000000002","6.083"
"792","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","11","1","11","0.0015909090909090907","0.21000000000000002","6.083"
"777","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","3605","1","3605","0.015819999999999997","0.21000000000000002","6.083"
"786","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","4920","1","4920","0.027107499999999986","0.21000000000000002","6.083"
"790","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","6092","1","6092","0.03217250000000002","0.21000000000000002","6.083"
"797","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","14","1","14","0.0011428571428571432","0.21999999999999997","6.083"
"779","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.042","10000","0","10000","0.053305","0.21000000000000002","6.083"
"793","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08875999999999994","0.21999999999999997","6.083"
"794","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08987750000000001","0.21999999999999997","6.083"
"795","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08632499999999997","0.21999999999999997","6.083"
"801","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","89","1","89","0.003533707865168542","0.21999999999999997","6.083"
"796","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.0635225","0.21999999999999997","6.083"
"804","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","22","1","22","0.0017727272727272733","0.21999999999999997","6.083"
"798","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08094249999999999","0.21999999999999997","6.083"
"799","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.05626499999999998","0.21999999999999997","6.083"
"800","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08302999999999995","0.21999999999999997","6.083"
"802","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08531000000000002","0.21999999999999997","6.083"
"809","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","19","1","19","0.0019473684210526319","0.21999999999999997","6.083"
"803","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.09295999999999999","0.21999999999999997","6.083"
"810","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","36","1","36","0.003680555555555557","0.21999999999999997","6.083"
"811","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","15","1","15","0.001966666666666667","0.21999999999999997","6.083"
"813","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","26","1","26","0.005961538461538463","0.21999999999999997","6.083"
"805","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.09567999999999995","0.21999999999999997","6.083"
"806","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.09797750000000001","0.21999999999999997","6.083"
"807","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08596500000000001","0.21999999999999997","6.083"
"817","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","28","1","28","0.0016071428571428578","0.22999999999999998","6.083"
"808","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.07743999999999995","0.21999999999999997","6.083"
"812","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08130749999999999","0.21999999999999997","6.083"
"814","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08256749999999996","0.21999999999999997","6.083"
"821","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","32","1","32","0.002375000000000001","0.22999999999999998","6.083"
"822","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","15","1","15","0.0018666666666666669","0.22999999999999998","6.083"
"815","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.07165","0.21999999999999997","6.083"
"816","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.044","10000","0","10000","0.08768250000000002","0.21999999999999997","6.083"
"818","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.10880750000000006","0.22999999999999998","6.083"
"819","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.12259250000000002","0.22999999999999998","6.083"
"820","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.11450750000000004","0.22999999999999998","6.083"
"823","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.11164750000000004","0.22999999999999998","6.083"
"824","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.12232249999999993","0.22999999999999998","6.083"
"825","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.10368750000000006","0.22999999999999998","6.083"
"826","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.10512999999999996","0.22999999999999998","6.083"
"827","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.11223000000000002","0.22999999999999998","6.083"
"828","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.11276250000000011","0.22999999999999998","6.083"
"829","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.12158999999999995","0.22999999999999998","6.083"
"830","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.11284","0.22999999999999998","6.083"
"831","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.09984499999999995","0.22999999999999998","6.083"
"832","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.11106499999999993","0.22999999999999998","6.083"
"838","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","16","1","16","0.0022812500000000003","0.22999999999999998","6.083"
"833","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.10847500000000006","0.22999999999999998","6.083"
"834","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.12171249999999999","0.22999999999999998","6.083"
"835","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.10203249999999998","0.22999999999999998","6.083"
"836","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.11216249999999998","0.22999999999999998","6.083"
"837","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.11606","0.22999999999999998","6.083"
"839","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.1143825","0.22999999999999998","6.083"
"840","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.046","10000","0","10000","0.11205749999999987","0.22999999999999998","6.083"
"841","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.12163999999999989","0.24","6.083"
"847","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","14","1","14","0.0018214285714285721","0.24","6.083"
"842","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14183000000000004","0.24","6.083"
"843","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14022250000000008","0.24","6.083"
"850","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","36","1","36","0.004486111111111112","0.24","6.083"
"844","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.13694000000000006","0.24","6.083"
"845","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14366999999999994","0.24","6.083"
"846","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14661249999999998","0.24","6.083"
"848","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.13382749999999993","0.24","6.083"
"849","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14627499999999988","0.24","6.083"
"851","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.1401425","0.24","6.083"
"852","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14174749999999997","0.24","6.083"
"858","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","19","1","19","0.0018947368421052637","0.24","6.083"
"859","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10","1","10","0.00165","0.24","6.083"
"853","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14055249999999997","0.24","6.083"
"854","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14664250000000006","0.24","6.083"
"855","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.13811500000000013","0.24","6.083"
"856","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14254999999999998","0.24","6.083"
"857","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.140815","0.24","6.083"
"860","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14868749999999997","0.24","6.083"
"861","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.14241749999999997","0.24","6.083"
"862","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.12416750000000004","0.24","6.083"
"868","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","7","1","7","0.002357142857142857","0.25","6.083"
"863","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.1445749999999999","0.24","6.083"
"864","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.048","10000","0","10000","0.153665","0.24","6.083"
"865","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16804500000000006","0.25","6.083"
"872","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","11","1","11","0.0018181818181818186","0.25","6.083"
"866","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16564249999999983","0.25","6.083"
"874","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","8","1","8","0.0021875","0.25","6.083"
"875","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","7","1","7","0.0020714285714285717","0.25","6.083"
"867","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16826","0.25","6.083"
"869","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16911499999999996","0.25","6.083"
"870","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.1733625","0.25","6.083"
"871","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16084999999999997","0.25","6.083"
"873","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.1708199999999999","0.25","6.083"
"877","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16800499999999993","0.25","6.083"
"876","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.1686175","0.25","6.083"
"878","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16778499999999988","0.25","6.083"
"879","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16959250000000003","0.25","6.083"
"885","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","15","1","15","0.0033333333333333344","0.25","6.083"
"880","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.17289749999999995","0.25","6.083"
"887","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","21","1","21","0.0015952380952380957","0.25","6.083"
"881","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16674","0.25","6.083"
"889","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.052","17","1","17","0.0023235294117647065","0.26","6.083"
"882","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16611500000000004","0.25","6.083"
"883","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.17024249999999996","0.25","6.083"
"884","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.17369499999999996","0.25","6.083"
"886","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.17111500000000002","0.25","6.083"
"888","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.05","10000","0","10000","0.16349249999999999","0.25","6.083"
