"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"C:\Dossiers\master-rmai-researchproject-virussimulation\netlogo\virus_simulation.nlogox"
"05-baseline-empirical-threshold-ER"
"06/17/2026 15:47:41:073 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-2","2","-2","2"
"[run number]","interconnection-structure","network-type","expt-seed","num-nodes","avg-degree","rewiring-prob","initial-infected","recovery-mean","max-ticks","infection-prob","[step]","bs-out-extinct","bs-out-final-tick","bs-out-late-mean-prevalence","bs-out-tau-sim","bs-out-mean-degree"
"354","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.09942250000000001","0.22999999999999998","5.979"
"359","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.046","125","1","125","0.003488000000000003","0.22999999999999998","5.979"
"360","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.046","16","1","16","0.0017812499999999998","0.22999999999999998","5.979"
"363","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","51","1","51","0.0038431372549019628","0.24","5.979"
"364","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","28","1","28","0.0032500000000000003","0.24","5.979"
"355","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.07842749999999998","0.22999999999999998","5.979"
"356","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.10529249999999996","0.22999999999999998","5.979"
"367","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","18","1","18","0.0023333333333333335","0.24","5.979"
"358","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.09989750000000003","0.22999999999999998","5.979"
"369","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","24","1","24","0.00175","0.24","5.979"
"362","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.13373","0.24","5.979"
"361","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.13422749999999994","0.24","5.979"
"365","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.129405","0.24","5.979"
"373","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","122","1","122","0.003938524590163937","0.24","5.979"
"366","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.14445249999999996","0.24","5.979"
"368","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.1091775","0.24","5.979"
"370","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.12970999999999996","0.24","5.979"
"377","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","82","1","82","0.0017926829268292695","0.24","5.979"
"378","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","15","1","15","8.333333333333335E-4","0.24","5.979"
"371","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.1070025000000001","0.24","5.979"
"380","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","25","1","25","0.0028400000000000014","0.24","5.979"
"372","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.119525","0.24","5.979"
"374","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.12279249999999997","0.24","5.979"
"383","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","26","1","26","0.0016346153846153852","0.24","5.979"
"384","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","108","1","108","0.003495370370370373","0.24","5.979"
"375","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.11659749999999995","0.24","5.979"
"386","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","16","1","16","0.0019687500000000004","0.25","5.979"
"376","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.1286800000000001","0.24","5.979"
"379","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.12744750000000005","0.24","5.979"
"382","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.13864000000000007","0.24","5.979"
"381","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.12159750000000008","0.24","5.979"
"391","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","24","1","24","0.0020625000000000005","0.25","5.979"
"392","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","29","1","29","0.001741379310344828","0.25","5.979"
"385","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.14348249999999999","0.25","5.979"
"389","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.16571249999999996","0.25","5.979"
"395","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","65","1","65","0.002353846153846155","0.25","5.979"
"396","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","26","1","26","0.0011346153846153852","0.25","5.979"
"397","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","29","1","29","0.001844827586206897","0.25","5.979"
"390","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15298249999999988","0.25","5.979"
"387","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.1653999999999999","0.25","5.979"
"393","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.145385","0.25","5.979"
"401","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","6","1","6","6.666666666666666E-4","0.25","5.979"
"402","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","4","1","4","8.75E-4","0.25","5.979"
"403","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","54","1","54","0.0023240740740740748","0.25","5.979"
"388","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.14923250000000005","0.25","5.979"
"394","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.14296999999999996","0.25","5.979"
"398","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15009999999999996","0.25","5.979"
"399","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15743999999999997","0.25","5.979"
"407","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","5","1","5","0.0010000000000000002","0.25","5.979"
"408","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","25","1","25","0.0015200000000000003","0.25","5.979"
"400","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.1571750000000001","0.25","5.979"
"411","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","20","1","20","0.0012000000000000003","0.26","5.979"
"404","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.156865","0.25","5.979"
"413","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","24","1","24","6.250000000000004E-4","0.26","5.979"
"414","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","23","1","23","0.0010869565217391309","0.26","5.979"
"405","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.1329325","0.25","5.979"
"406","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15228749999999994","0.25","5.979"
"409","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.19349000000000008","0.26","5.979"
"410","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.15616499999999994","0.26","5.979"
"419","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","28","1","28","0.001571428571428572","0.26","5.979"
"420","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","13","1","13","7.30769230769231E-4","0.26","5.979"
"412","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.1890075","0.26","5.979"
"422","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","5","1","5","0.0015","0.26","5.979"
"423","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","13","1","13","0.0016538461538461542","0.26","5.979"
"415","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.19169249999999988","0.26","5.979"
"424","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","4","1","4","7.5E-4","0.26","5.979"
"426","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10","1","10","0.00125","0.26","5.979"
"427","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","28","1","28","0.001035714285714286","0.26","5.979"
"416","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.18250749999999996","0.26","5.979"
"418","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.17999999999999994","0.26","5.979"
"417","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.18132999999999988","0.26","5.979"
"431","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","38","1","38","0.0012105263157894744","0.26","5.979"
"432","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","24","1","24","0.001541666666666667","0.26","5.979"
"421","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.1862225","0.26","5.979"
"434","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","23","1","23","0.0019565217391304354","0.27","5.979"
"425","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.18028749999999988","0.26","5.979"
"436","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","14","1","14","8.928571428571432E-4","0.27","5.979"
"428","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.17407000000000003","0.26","5.979"
"429","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.17615499999999995","0.26","5.979"
"430","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.1965900000000001","0.26","5.979"
"433","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.2031950000000001","0.27","5.979"
"435","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.2063025","0.27","5.979"
"438","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.20458250000000014","0.27","5.979"
"443","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","25","1","25","0.0013400000000000007","0.27","5.979"
"437","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.1957049999999999","0.27","5.979"
"445","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","28","1","28","0.0011785714285714288","0.27","5.979"
"439","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.21642000000000014","0.27","5.979"
"440","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.20815999999999993","0.27","5.979"
"448","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","9","1","9","0.001277777777777778","0.27","5.979"
"441","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.19735999999999979","0.27","5.979"
"442","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.21735749999999998","0.27","5.979"
"444","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.20151499999999978","0.27","5.979"
"446","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.19907750000000018","0.27","5.979"
"453","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","16","1","16","0.0016875000000000006","0.27","5.979"
"447","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.20226249999999993","0.27","5.979"
"455","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","13","1","13","0.002884615384615385","0.27","5.979"
"449","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.20032250000000004","0.27","5.979"
"451","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.20153750000000006","0.27","5.979"
"450","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.2125525","0.27","5.979"
"452","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.2017075000000001","0.27","5.979"
"460","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","4","1","4","6.25E-4","0.28","5.979"
"454","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.20120499999999997","0.27","5.979"
"456","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.200075","0.27","5.979"
"457","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.23083500000000012","0.28","5.979"
"458","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22350249999999997","0.28","5.979"
"461","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.2194099999999999","0.28","5.979"
"459","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.23672499999999994","0.28","5.979"
"462","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22249749999999985","0.28","5.979"
"463","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.21470749999999986","0.28","5.979"
"469","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","25","1","25","0.0012000000000000005","0.28","5.979"
"464","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22769000000000006","0.28","5.979"
"471","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","23","1","23","0.0014347826086956526","0.28","5.979"
"466","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.23332250000000004","0.28","5.979"
"465","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22293750000000007","0.28","5.979"
"467","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22353749999999978","0.28","5.979"
"468","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22722750000000005","0.28","5.979"
"470","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22042999999999993","0.28","5.979"
"477","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","31","1","31","0.001774193548387097","0.28","5.979"
"472","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22095250000000002","0.28","5.979"
"478","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","12","1","12","9.166666666666669E-4","0.28","5.979"
"480","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","22","1","22","0.0011590909090909097","0.28","5.979"
"481","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","11","1","11","0.0010909090909090912","0.09","6.083"
"482","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","8","1","8","7.5E-4","0.09","6.083"
"483","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","5","1","5","9.000000000000001E-4","0.09","6.083"
"484","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","17","1","17","0.00161764705882353","0.09","6.083"
"485","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","17","1","17","0.0011764705882352944","0.09","6.083"
"486","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","30","1","30","9.000000000000005E-4","0.09","6.083"
"487","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","14","1","14","0.0013214285714285717","0.09","6.083"
"488","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","20","1","20","0.0015000000000000007","0.09","6.083"
"489","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","2","1","2","7.5E-4","0.09","6.083"
"490","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","13","1","13","0.0014230769230769232","0.09","6.083"
"491","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","7","1","7","7.85714285714286E-4","0.09","6.083"
"492","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","72","1","72","0.0020833333333333346","0.09","6.083"
"493","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","21","1","21","0.0012857142857142863","0.09","6.083"
"494","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","13","1","13","0.002","0.09","6.083"
"473","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.2145875","0.28","5.979"
"495","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","25","1","25","0.0014600000000000004","0.09","6.083"
"496","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","8","1","8","7.5E-4","0.09","6.083"
"497","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","8","1","8","8.125000000000001E-4","0.09","6.083"
"498","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","17","1","17","0.0011470588235294125","0.09","6.083"
"499","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","7","1","7","0.0010000000000000002","0.09","6.083"
"500","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","19","1","19","0.001921052631578948","0.09","6.083"
"501","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","12","1","12","6.250000000000002E-4","0.09","6.083"
"502","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","8","1","8","6.250000000000001E-4","0.09","6.083"
"503","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","17","1","17","8.823529411764707E-4","0.09","6.083"
"504","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.018","11","1","11","0.0015454545454545456","0.09","6.083"
"474","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22072750000000016","0.28","5.979"
"505","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","10","1","10","0.0011500000000000004","0.1","6.083"
"506","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","12","1","12","9.583333333333336E-4","0.1","6.083"
"475","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22732249999999993","0.28","5.979"
"507","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","15","1","15","0.0010666666666666667","0.1","6.083"
"508","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","26","1","26","0.001211538461538462","0.1","6.083"
"509","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","3","1","3","0.001","0.1","6.083"
"510","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","9","1","9","0.0010555555555555557","0.1","6.083"
"511","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","13","1","13","0.0015384615384615387","0.1","6.083"
"512","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","19","1","19","9.736842105263163E-4","0.1","6.083"
"513","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","17","1","17","9.117647058823531E-4","0.1","6.083"
"514","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","20","1","20","0.0013000000000000004","0.1","6.083"
"515","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","13","1","13","8.846153846153848E-4","0.1","6.083"
"516","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","12","1","12","0.0015416666666666669","0.1","6.083"
"517","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","10","1","10","0.0021000000000000003","0.1","6.083"
"518","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","34","1","34","0.0011617647058823535","0.1","6.083"
"519","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","16","1","16","0.0016562500000000006","0.1","6.083"
"520","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","5","1","5","0.0014","0.1","6.083"
"521","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","4","1","4","7.5E-4","0.1","6.083"
"522","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","7","1","7","8.571428571428572E-4","0.1","6.083"
"523","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","12","1","12","6.666666666666669E-4","0.1","6.083"
"524","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","13","1","13","9.615384615384618E-4","0.1","6.083"
"525","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","25","1","25","0.0012400000000000002","0.1","6.083"
"526","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","4","1","4","7.5E-4","0.1","6.083"
"527","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","11","1","11","0.0010454545454545458","0.1","6.083"
"528","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.02","6","1","6","0.0010000000000000002","0.1","6.083"
"529","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","15","1","15","0.0016333333333333334","0.10999999999999999","6.083"
"530","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","8","1","8","0.0018125","0.10999999999999999","6.083"
"531","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","10","1","10","5.000000000000001E-4","0.10999999999999999","6.083"
"532","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","6","1","6","0.0015833333333333335","0.10999999999999999","6.083"
"533","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","10","1","10","8.500000000000003E-4","0.10999999999999999","6.083"
"534","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","12","1","12","5.416666666666669E-4","0.10999999999999999","6.083"
"535","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","6","1","6","0.0011666666666666665","0.10999999999999999","6.083"
"536","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","5","1","5","8.0E-4","0.10999999999999999","6.083"
"537","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","16","1","16","8.125000000000003E-4","0.10999999999999999","6.083"
"538","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","65","1","65","0.0024076923076923095","0.10999999999999999","6.083"
"540","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","28","1","28","0.0012857142857142859","0.10999999999999999","6.083"
"539","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","65","1","65","0.0016307692307692319","0.10999999999999999","6.083"
"476","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","10000","0.056","10000","0","10000","0.22994249999999983","0.28","5.979"
"541","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","24","1","24","0.0013125000000000005","0.10999999999999999","6.083"
"542","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","7","1","7","6.428571428571429E-4","0.10999999999999999","6.083"
"543","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","8","1","8","5.625000000000001E-4","0.10999999999999999","6.083"
"544","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","19","1","19","0.001578947368421053","0.10999999999999999","6.083"
"545","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","19","1","19","0.0012631578947368423","0.10999999999999999","6.083"
"546","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","4","1","4","8.75E-4","0.10999999999999999","6.083"
"547","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","11","1","11","0.0012727272727272728","0.10999999999999999","6.083"
"548","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","14","1","14","6.428571428571431E-4","0.10999999999999999","6.083"
"549","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","4","1","4","3.75E-4","0.10999999999999999","6.083"
"550","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","16","1","16","0.0020625","0.10999999999999999","6.083"
"551","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","72","1","72","0.00252777777777778","0.10999999999999999","6.083"
"552","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.022","44","1","44","0.001965909090909092","0.10999999999999999","6.083"
"553","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.024","12","1","12","0.0014583333333333334","0.12","6.083"
"554","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.024","13","1","13","8.846153846153848E-4","0.12","6.083"
"555","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.024","36","1","36","0.0020138888888888897","0.12","6.083"
"556","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.024","20","1","20","0.002675000000000001","0.12","6.083"
"558","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.024","11","1","11","0.0010000000000000002","0.12","6.083"
"557","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.024","8","1","8","0.0012500000000000002","0.12","6.083"
"559","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.024","26","1","26","0.002038461538461539","0.12","6.083"
"560","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.024","15","1","15","7.000000000000002E-4","0.12","6.083"
