"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"C:\Dossiers\master-rmai-researchproject-virussimulation\netlogo\virus_simulation.nlogox"
"07-baseline-ER-lognormal-Tang"
"06/17/2026 17:16:22:190 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-2","2","-2","2"
"[run number]","interconnection-structure","network-type","expt-seed","num-nodes","avg-degree","rewiring-prob","initial-infected","recovery-mean","lognormal-sigma","max-ticks","infection-prob","[step]","bs-out-extinct","bs-out-final-tick","bs-out-late-mean-prevalence","bs-out-tau-sim","bs-out-mean-degree"
"321","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","135","1","135","0.002333333333333335","0.21999999999999997","5.979"
"323","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","46","1","46","9.239130434782614E-4","0.21999999999999997","5.979"
"320","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","288","1","288","0.0016975000000000013","0.21999999999999997","5.979"
"325","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","13","1","13","0.0014230769230769232","0.21999999999999997","5.979"
"327","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","16","1","16","7.500000000000002E-4","0.21999999999999997","5.979"
"326","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","383","1","383","0.007607499999999984","0.21999999999999997","5.979"
"328","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","14","1","14","0.0014285714285714288","0.21999999999999997","5.979"
"329","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","11","1","11","0.0010909090909090912","0.21999999999999997","5.979"
"330","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","24","1","24","0.0011875000000000004","0.21999999999999997","5.979"
"331","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","13","1","13","0.001076923076923077","0.21999999999999997","5.979"
"333","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","42","1","42","0.001964285714285715","0.21999999999999997","5.979"
"324","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","4510","1","4510","0.009742499999999982","0.21999999999999997","5.979"
"335","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","22","1","22","6.13636363636364E-4","0.21999999999999997","5.979"
"336","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","9","1","9","8.888888888888891E-4","0.21999999999999997","5.979"
"337","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","100","1","100","0.002475000000000002","0.22999999999999998","5.979"
"314","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","10000","0","10000","0.03664","0.21999999999999997","5.979"
"322","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","10000","0","10000","0.07081999999999992","0.21999999999999997","5.979"
"317","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","10000","0","10000","0.05520499999999998","0.21999999999999997","5.979"
"340","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","15","1","15","0.0010333333333333336","0.22999999999999998","5.979"
"341","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","29","1","29","0.0021034482758620697","0.22999999999999998","5.979"
"342","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","32","1","32","0.0019218750000000006","0.22999999999999998","5.979"
"343","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","23","1","23","0.001260869565217392","0.22999999999999998","5.979"
"345","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","6","1","6","9.166666666666666E-4","0.22999999999999998","5.979"
"332","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","10000","0","10000","0.073305","0.21999999999999997","5.979"
"347","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","17","1","17","0.0016764705882352945","0.22999999999999998","5.979"
"348","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","36","1","36","0.0024583333333333345","0.22999999999999998","5.979"
"334","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.044","10000","0","10000","0.025374999999999988","0.21999999999999997","5.979"
"349","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","166","1","166","0.007373493975903599","0.22999999999999998","5.979"
"350","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","13","1","13","0.0011923076923076926","0.22999999999999998","5.979"
"338","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","10000","0","10000","0.07898250000000001","0.22999999999999998","5.979"
"353","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","9","1","9","0.0014444444444444446","0.22999999999999998","5.979"
"354","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","164","1","164","0.004749999999999989","0.22999999999999998","5.979"
"339","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","10000","0","10000","0.09007250000000003","0.22999999999999998","5.979"
"344","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","10000","0","10000","0.09546750000000002","0.22999999999999998","5.979"
"356","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","82","1","82","0.0016341463414634157","0.22999999999999998","5.979"
"357","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","278","1","278","0.004059999999999989","0.22999999999999998","5.979"
"359","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","9","1","9","8.333333333333335E-4","0.22999999999999998","5.979"
"346","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","10000","0","10000","0.09462499999999995","0.22999999999999998","5.979"
"361","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","33","1","33","0.0015303030303030311","0.24","5.979"
"351","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","10000","0","10000","0.08579999999999996","0.22999999999999998","5.979"
"362","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","34","1","34","0.0035735294117647076","0.24","5.979"
"363","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10","1","10","0.0011","0.24","5.979"
"365","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","8","1","8","0.0010000000000000002","0.24","5.979"
"352","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","10000","0","10000","0.10400999999999998","0.22999999999999998","5.979"
"366","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","9","1","9","9.444444444444445E-4","0.24","5.979"
"367","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","31","1","31","0.0036935483870967757","0.24","5.979"
"368","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","5","1","5","0.0010000000000000002","0.24","5.979"
"369","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","4","1","4","0.001","0.24","5.979"
"355","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","10000","0","10000","0.09541249999999998","0.22999999999999998","5.979"
"360","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","10000","0","10000","0.08459249999999999","0.22999999999999998","5.979"
"358","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.046","10000","0","10000","0.08976749999999999","0.22999999999999998","5.979"
"374","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","36","1","36","0.0013055555555555561","0.24","5.979"
"364","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.11395750000000002","0.24","5.979"
"376","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","9","1","9","0.0016666666666666666","0.24","5.979"
"377","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","81","1","81","0.002253086419753088","0.24","5.979"
"370","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.10860499999999992","0.24","5.979"
"371","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.09476000000000001","0.24","5.979"
"380","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","14","1","14","0.001785714285714286","0.24","5.979"
"381","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","2","1","2","5.0E-4","0.24","5.979"
"382","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","84","1","84","0.002952380952380954","0.24","5.979"
"372","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.12908999999999995","0.24","5.979"
"373","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.12144499999999998","0.24","5.979"
"385","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","17","1","17","0.0010882352941176472","0.25","5.979"
"386","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","22","1","22","9.545454545454548E-4","0.25","5.979"
"375","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.10460249999999999","0.24","5.979"
"379","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.11884750000000004","0.24","5.979"
"378","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.12763","0.24","5.979"
"389","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","16","1","16","0.0018437500000000001","0.25","5.979"
"383","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.14252249999999994","0.24","5.979"
"392","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","12","1","12","0.0013333333333333333","0.25","5.979"
"384","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.048","10000","0","10000","0.13067249999999997","0.24","5.979"
"387","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.149065","0.25","5.979"
"388","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.15004249999999997","0.25","5.979"
"391","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.1377175","0.25","5.979"
"397","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","32","1","32","0.0011093750000000003","0.25","5.979"
"390","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.15591249999999998","0.25","5.979"
"399","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","24","1","24","0.0017500000000000007","0.25","5.979"
"393","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.13387250000000006","0.25","5.979"
"401","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","27","1","27","0.0011666666666666672","0.25","5.979"
"402","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","49","1","49","0.0021938775510204097","0.25","5.979"
"394","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.14680749999999995","0.25","5.979"
"404","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","39","1","39","0.002166666666666667","0.25","5.979"
"395","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.14390999999999995","0.25","5.979"
"396","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.1518699999999999","0.25","5.979"
"407","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","7","1","7","0.0013571428571428571","0.25","5.979"
"398","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.14437","0.25","5.979"
"400","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.14586500000000002","0.25","5.979"
"403","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.15063750000000006","0.25","5.979"
"411","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","8","1","8","0.0018124999999999999","0.26","5.979"
"405","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.14091250000000008","0.25","5.979"
"406","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.13939749999999995","0.25","5.979"
"408","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.05","10000","0","10000","0.13083250000000002","0.25","5.979"
"409","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.17403249999999987","0.26","5.979"
"416","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","12","1","12","0.002458333333333333","0.26","5.979"
"417","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","14","1","14","6.785714285714288E-4","0.26","5.979"
"410","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.17179499999999986","0.26","5.979"
"412","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.16847499999999996","0.26","5.979"
"420","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","8","1","8","0.0013124999999999999","0.26","5.979"
"413","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.1755825","0.26","5.979"
"414","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.1648625","0.26","5.979"
"415","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.1656350000000001","0.26","5.979"
"424","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","7","1","7","9.285714285714287E-4","0.26","5.979"
"418","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.16764249999999997","0.26","5.979"
"425","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","12","1","12","0.0018333333333333337","0.26","5.979"
"419","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.17079249999999996","0.26","5.979"
"428","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","4","1","4","0.0015","0.26","5.979"
"429","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","7","1","7","0.0012142857142857144","0.26","5.979"
"421","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.16396999999999992","0.26","5.979"
"431","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","9","1","9","6.111111111111113E-4","0.26","5.979"
"422","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.1789450000000001","0.26","5.979"
"433","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","27","1","27","0.001296296296296297","0.27","5.979"
"434","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","15","1","15","0.0014333333333333338","0.27","5.979"
"423","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.18966999999999992","0.26","5.979"
"436","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","9","1","9","8.888888888888891E-4","0.27","5.979"
"426","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.18169250000000012","0.26","5.979"
"438","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","73","1","73","0.0013630136986301378","0.27","5.979"
"439","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","15","1","15","0.0013000000000000002","0.27","5.979"
"440","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","11","1","11","0.0010454545454545454","0.27","5.979"
"441","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","3","1","3","6.666666666666666E-4","0.27","5.979"
"427","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.16888499999999992","0.26","5.979"
"443","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","13","1","13","9.230769230769233E-4","0.27","5.979"
"430","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.16731250000000006","0.26","5.979"
"445","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","15","1","15","0.0010333333333333336","0.27","5.979"
"432","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.052","10000","0","10000","0.17540999999999987","0.26","5.979"
"437","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.18487750000000008","0.27","5.979"
"435","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.20711000000000002","0.27","5.979"
"449","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","9","1","9","9.444444444444445E-4","0.27","5.979"
"442","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.1909025000000001","0.27","5.979"
"444","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.19084250000000008","0.27","5.979"
"452","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","6","1","6","6.666666666666666E-4","0.27","5.979"
"453","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","45","1","45","0.0014888888888888892","0.27","5.979"
"446","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.1898100000000001","0.27","5.979"
"447","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.17807000000000012","0.27","5.979"
"456","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","21","1","21","0.0017857142857142857","0.27","5.979"
"448","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.19374250000000015","0.27","5.979"
"450","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.19823000000000002","0.27","5.979"
"451","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.19598999999999997","0.27","5.979"
"460","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","12","1","12","0.0013750000000000001","0.28","5.979"
"454","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.21076250000000005","0.27","5.979"
"455","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.054","10000","0","10000","0.17808999999999992","0.27","5.979"
"457","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.20687000000000016","0.28","5.979"
"464","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","15","1","15","0.0018000000000000002","0.28","5.979"
"465","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10","1","10","0.0010999999999999998","0.28","5.979"
"458","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.22732250000000007","0.28","5.979"
"459","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.23222749999999984","0.28","5.979"
"461","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.2098725","0.28","5.979"
"462","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.2003099999999999","0.28","5.979"
"463","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.23174999999999976","0.28","5.979"
"471","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","13","1","13","0.002192307692307692","0.28","5.979"
"472","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","24","1","24","0.0025833333333333346","0.28","5.979"
"473","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10","1","10","0.00165","0.28","5.979"
"474","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","9","1","9","0.001","0.28","5.979"
"475","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","14","1","14","7.85714285714286E-4","0.28","5.979"
"476","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","26","1","26","8.653846153846157E-4","0.28","5.979"
"467","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.22109749999999997","0.28","5.979"
"478","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","4","1","4","7.5E-4","0.28","5.979"
"466","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.2085750000000001","0.28","5.979"
"479","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","81","1","81","8.271604938271611E-4","0.28","5.979"
"481","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","23","1","23","0.0014347826086956522","0.09","6.083"
"482","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","18","1","18","6.66666666666667E-4","0.09","6.083"
"483","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","42","1","42","0.0013333333333333337","0.09","6.083"
"484","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","15","1","15","9.000000000000003E-4","0.09","6.083"
"485","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","19","1","19","0.0013684210526315795","0.09","6.083"
"486","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","8","1","8","0.0014375","0.09","6.083"
"487","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","6","1","6","8.333333333333335E-4","0.09","6.083"
"488","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","14","1","14","0.001285714285714286","0.09","6.083"
"489","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","24","1","24","0.0015000000000000002","0.09","6.083"
"490","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","14","1","14","0.0013571428571428575","0.09","6.083"
"491","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","15","1","15","0.0013666666666666669","0.09","6.083"
"469","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.2068650000000001","0.28","5.979"
"468","other","Erdos-Renyi (random)","10001","2000","6","0.07","5","5","1","10000","0.056","10000","0","10000","0.22620749999999984","0.28","5.979"
"492","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","9","1","9","0.0018333333333333335","0.09","6.083"
"493","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","13","1","13","0.0016153846153846158","0.09","6.083"
"494","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","30","1","30","0.001683333333333334","0.09","6.083"
"495","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","24","1","24","0.0010625000000000007","0.09","6.083"
"496","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","51","1","51","0.0015196078431372556","0.09","6.083"
"497","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","13","1","13","0.0012692307692307692","0.09","6.083"
"498","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","13","1","13","0.0010384615384615389","0.09","6.083"
"499","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","15","1","15","0.0011333333333333334","0.09","6.083"
"500","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","9","1","9","0.0010555555555555557","0.09","6.083"
"501","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","12","1","12","7.500000000000001E-4","0.09","6.083"
"502","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","15","1","15","0.0016000000000000005","0.09","6.083"
"503","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","20","1","20","0.0023250000000000007","0.09","6.083"
"504","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.018","8","1","8","7.500000000000002E-4","0.09","6.083"
"505","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","58","1","58","8.706896551724145E-4","0.1","6.083"
"506","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","7","1","7","7.85714285714286E-4","0.1","6.083"
"507","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","60","1","60","9.166666666666674E-4","0.1","6.083"
"508","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","8","1","8","8.75E-4","0.1","6.083"
"509","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","77","1","77","0.0012987012987012996","0.1","6.083"
"510","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","10","1","10","7.500000000000003E-4","0.1","6.083"
"511","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","9","1","9","0.0017777777777777779","0.1","6.083"
"512","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","5","1","5","0.0013","0.1","6.083"
"513","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","2","1","2","2.5E-4","0.1","6.083"
"514","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","11","1","11","0.0014090909090909093","0.1","6.083"
"515","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","7","1","7","0.0010000000000000002","0.1","6.083"
"516","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","18","1","18","0.0011944444444444448","0.1","6.083"
"517","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","9","1","9","0.0010555555555555557","0.1","6.083"
"518","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","1","10000","0.02","13","1","13","0.001384615384615385","0.1","6.083"
